8qrpwmdj, 1472, 422, 1050, 123879.22099999989
j2y12e68, 1329, 345, 984, 1409611.8139999998
zx75o1r8, 1222, 153, 1069, 910171.9559999997
jmo29wy8, 1411, 769, 642, 996992.9869999996
48g92r2x, 1185, 634, 551, 525937.7649999998
v81ggnp8, 1153, 749, 404, 246355.74400000012
y8d00plx, 1151, 1010, 141, 637178.3470000003
j92266v8, 1174, 104, 1070, 54911.38599999979
98rv0dqj, 1599, 889, 710, 587641.602999999
1xyd6nmx, 1200, 68, 1132, 1284026
18qwrkw8, 1206, 601, 605, 597791.2419999996
zxzygl4j, 1334, 1286, 48, 2333395.1469999994
18v46ky8, 1088, 0, 1088, 6155.400000000009
68wg45zx, 614, 495, 119, 1257329.3500000003
814pll58, 1070, 32, 1038, 34130.74699999995
kj9p77x4, 1068, 657, 411, 396552.8830000002
qxk7rz6j, 1046, 2, 1044, 7364.6290000000035
18vmo728, 1044, 124, 920, 773150.413
qjnqro2j, 1039, 497, 542, 125319.91499999995
qjoq5re8, 1061, 77, 984, 219637.29499999998
eo86lp8z, 1026, 443, 583, 908909.8590000004
o864zm0j, 1172, 461, 711, 1740399.921999999
x35zgnqj, 1450, 402, 1048, 2053717.8850000005
18qkl78n, 1034, 258, 776, 770971.0040000022
kj9r0wj4, 1079, 275, 804, 893894.1820000003
j03n24wj, 1335, 456, 879, 3042232.5100000002
18qvw9ox, 1008, 394, 614, 474283.0729999995
5j5ve9w8, 1093, 155, 938, 150699.35100000005
0jm3r3z8, 1036, 554, 482, 1138576.5180000002
v8141g38, 1086, 327, 759, 1908550.8830000008
8e9gr0pj, 968, 714, 254, 207300.0780000001
qjoz6gn8, 1053, 375, 678, 542238.156
y8d365x6, 942, 364, 578, 3359947.2930000015
j2y6v5o8, 1107, 300, 807, 330797.9849999995
y8dwr45j, 995, 13, 982, 150497.56599999996
98rv2rdj, 955, 88, 867, 159768.78800000006
y8d3z5x6, 928, 600, 328, 727775.8819999995
jopgy97x, 963, 262, 701, 94286.03399999999
5j51v3w8, 934, 424, 510, 303819.7520000002
v81pk5q8, 962, 536, 426, 754227.9759999999
7j4ndywx, 1200, 1200, 0, 1539702.4700000016
18vww95j, 1032, 556, 476, 2148667.9910000004
dx3p0ok8, 1324, 205, 1119, 491815.2070000007
qj2oqknx, 1819, 264, 1555, 96570.98099999988
dx3vw68l, 999, 68, 931, 235685.91499999966
qxk6eok8, 916, 569, 347, 444390.2829999999
v81ke2rj, 937, 234, 703, 1118139.9420000017
e8ez0lp8, 965, 585, 380, 697956.2220000001
v81o6wlx, 1018, 299, 719, 192254.07399999988
dx33m6kx, 873, 201, 672, 388586.2350000005
qjo95lej, 1017, 752, 265, 724194.3009999995
18q3o3dj, 884, 229, 655, 1814383.0990000002
kjp4rk4j, 932, 313, 619, 862663.1360000012
xz925r48, 832, 240, 592, 162381.27300000002
xk49l57j, 917, 373, 544, 43826.83399999995
48gn04pj, 960, 448, 512, 2337268.2920000004
8ge6w47j, 963, 517, 446, 1250129.6309999998
kj9v37vx, 979, 3, 976, 207545.3
j0n0vk48, 1137, 1120, 17, 405912.54400000017
qxkpvo7j, 1000, 170, 830, 154154.07999999996
jn36qqqx, 848, 85, 763, 76695.69799999996
1xy7pnxr, 821, 286, 535, 361396.183
x3557mqj, 849, 123, 726, 251711.186
61xygzxr, 800, 575, 225, 3560640.805000001
1xykryz8, 837, 772, 65, 1016710.6289999997
8en7gwp8, 1777, 287, 1490, 1074457.6530000025
8ger577j, 823, 410, 413, 312583.9820000003
8l0kq1v8, 805, 0, 805, 54063.17899999997
8geo2nyj, 801, 332, 469, 50008.08200000002
v81kdrjp, 792, 113, 679, 476390.10099999997
kj946vwx, 1348, 197, 1151, 919695.9570000004
qjo2pne8, 811, 123, 688, 8484855.539000003
j0nm9r48, 1309, 384, 925, 1036488.4619999996
zxzzvlrx, 1014, 977, 37, 855371.261
18vy5lv8, 1235, 1073, 162, 1936663.3480000002
qjooe3j6, 775, 92, 683, 295680.34799999936
8qz33108, 787, 165, 622, 59123.16399999996
8wk3wr48, 1037, 78, 959, 305813.53500000027
dx3w7r7j, 929, 882, 47, 10490170.890999999
kj9yg2wx, 762, 751, 11, 592712.244
1xyk5ny8, 806, 80, 726, 390129.1609999999
1xyrv0mj, 883, 249, 634, 980983.5479999997
kjprpe48, 980, 326, 654, 1186238.4160000002
qjo9k3j6, 863, 524, 339, 285108.6890000001
jo3ko0lj, 860, 219, 641, 27584.257000000005
qjn3w4xm, 819, 811, 8, 6835697.19
jo3lnr3j, 775, 178, 597, 72467.13200000007
kj904grj, 733, 205, 528, 126267.98699999995
68wlgyzj, 844, 402, 442, 273338.1309999999
qjod3zlx, 831, 5, 826, 188074.13
zxz0gw98, 725, 0, 725, 5579.2
5j5dqrz8, 739, 231, 508, 1129587.4380000005
qj2lgw7x, 846, 742, 104, 674060.1799999998
0jmdlgej, 845, 34, 811, 40905167.75200004
qxkm272j, 888, 275, 613, 433825.9189999999
qxkpk69j, 845, 63, 782, 208666.459999999
j266eg6x, 1947, 79, 1868, 50638.458000000006
o86r2r38, 1353, 777, 576, 600777.7670000003
qj2m1vo8, 770, 93, 677, 156552.46800000017
qjnzo1wj, 754, 625, 129, 632560.8990000001
qjopronx, 793, 225, 568, 775949.9590000005
qjo22ke8, 750, 275, 475, 1390269.7720000003
xz995g08, 875, 697, 178, 1121246.9200000004
j42nyqwx, 1127, 287, 840, 1162393.7659999998
v8lq05vx, 683, 0, 683, 43233.53000000001
qjnk4nwj, 784, 344, 440, 2789170.2279999997
48g4mnp8, 684, 221, 463, 145479.21800000002
18qr7qjn, 783, 705, 78, 3493309.8619999997
98rveeqj, 1345, 91, 1254, 52478.15099999992
xz9z1ee8, 869, 346, 523, 349332.1629999999
7j4v6dj1, 813, 712, 101, 5408119.986
18qg9ndx, 664, 496, 168, 101157.30399999993
p18vvn8l, 677, 214, 463, 1076262.571
0jm4lznj, 679, 107, 572, 268004.6190000001
68wmz7lx, 667, 549, 118, 940697.0229999998
qjo2wn86, 728, 261, 467, 1300330.6680000003
pj02948w, 759, 660, 99, 1131775.2259999996
pj062y9j, 727, 239, 488, 80905.243
5j54m68v, 739, 529, 210, 1653714.3159999996
68wk0748, 633, 118, 515, 395106.4369999999
8vk6qr2j, 784, 176, 608, 1057906.108
zx7mggqx, 629, 305, 324, 1221246.4700000002
18qowewj, 707, 474, 233, 1432011.1320000007
qxknkwkx, 689, 16, 673, 52632.928000000036
8qz23l78, 843, 835, 8, 1764606.041
zxze4nnx, 649, 263, 386, 355216.1750000001
8dwpw3lj, 640, 131, 509, 61673.57299999996
v814058p, 626, 482, 144, 962506.9400000002
j5w9wvgj, 755, 179, 576, 180705.5729999999
8wkrlkq8, 960, 271, 689, 130591.02900000005
5j5v7lw8, 744, 454, 290, 565672.001
1xy2lzn8, 744, 216, 528, 310737.861
8dgqy6l8, 660, 440, 220, 159641.95100000003
98rk96x1, 587, 386, 201, 1678896.23
pj0045wj, 827, 287, 540, 312860.93300000014
xy5o75z8, 673, 150, 523, 399961.00600000017
j5wg15wj, 617, 236, 381, 69971.06499999999
8qzg4kd8, 652, 171, 481, 380354.991
qjn9dwxm, 605, 599, 6, 6334545.83
j92rd1n8, 658, 221, 437, 163699.61800000007
zxzyrm0j, 599, 528, 71, 4403583.664999999
18q53ow8, 597, 142, 455, 1116639.0270000002
98rre381, 589, 475, 114, 1400550.8899999992
v8lp532j, 719, 505, 214, 4228682.970000002
1xyy6vxr, 564, 99, 465, 737053.7260000022
18qw9908, 936, 103, 833, 171840.83100000012
68wq40z8, 689, 305, 384, 383618.8709999997
0jml3y81, 558, 553, 5, 1696435.9100000001
0jmqgkex, 452, 12, 440, 336864.515
y8dgelm8, 713, 102, 611, 609207.5280000002
kj94kq7x, 438, 250, 188, 1474930.6240000003
pj0grmwx, 566, 177, 389, 397353.3499999999
68wo13jg, 552, 459, 93, 548827.1059999998
qjngr448, 536, 187, 349, 140167.67
48ge292j, 555, 274, 281, 2627590.6900000004
v8lk144x, 553, 88, 465, 195584.30000000005
8wk9o7q8, 618, 351, 267, 49332.186000000016
18vkemyj, 541, 488, 53, 286263.61500000017
dx35zg7j, 553, 198, 355, 470509.884
x7q663v8, 529, 33, 496, 219118.66700000016
18vk7vjl, 537, 480, 57, 968512.4420000003
j5vlerz8, 554, 46, 508, 9726.47900000002
8l46eg2j, 694, 13, 681, 30423.492
e8emr06x, 612, 173, 439, 1173100.2710000002
1xy0ynjr, 547, 497, 50, 1695403.923
v8lyv4jm, 545, 464, 81, 4832718.294
18qlqgqj, 548, 8, 540, 59555.016
kj9nmwr8, 569, 211, 358, 744238.2320000004
j2y96d78, 621, 522, 99, 13957.460999999996
qxk02980, 559, 504, 55, 2673329.189
8qz3qkd8, 526, 68, 458, 259513.4689999998
zx7g54yx, 502, 165, 337, 392087.561
x7q2l0v8, 603, 0, 603, 3671.664000000006
98rpqkgj, 651, 523, 128, 2168310.177000001
zxz75g0j, 520, 118, 402, 701703.4299999998
o86r708z, 531, 148, 383, 998012.9359999996
x7qmg7q8, 507, 171, 336, 495386.63800000015
qjn2rkwj, 555, 548, 7, 2038940.412
zx7pe96x, 843, 598, 245, 707717.7829999992
v8lo1q28, 493, 0, 493, 3617.0999999999963
x72n6vy8, 554, 51, 503, 10739.806000000006
qjo3190j, 512, 422, 90, 1637352.9300000006
68w9m0vj, 513, 33, 480, 61251.45899999997
kj9o1dvj, 527, 286, 241, 1206235.6460000002
8qzp3qo8, 589, 46, 543, 780206.615
qj233nxk, 642, 640, 2, 2183154.165
48grkyxp, 486, 148, 338, 3370160.579999999
kj92mw78, 482, 65, 417, 39888.38500000001
j2y4p6o8, 525, 29, 496, 206012.8859999999
xk4oz47j, 545, 98, 447, 200757.41599999988
48g5e47j, 515, 114, 401, 2238392.660000002
pj031emj, 478, 27, 451, 884629.463
o86wqoqx, 744, 410, 334, 4097501.39
qjowvn86, 546, 447, 99, 2850241.709
1xyrdqzj, 354, 81, 273, 289810.5080000001
98ryqvqj, 467, 48, 419, 70598.15399999998
x352kyej, 495, 346, 149, 49028.51000000001
e8egp16x, 488, 200, 288, 1127695.3429999999
5j5vv4w8, 469, 32, 437, 82531.37000000005
kj9407x4, 537, 203, 334, 543887.4639999995
jprg6448, 461, 154, 307, 33051.19800000001
48gr7lpx, 489, 306, 183, 323784.5
e8ewozp8, 450, 72, 378, 380096.3560000002
48grel1x, 455, 195, 260, 500522.0569999998
j5wzz2qj, 708, 708, 0, 684803.4750000001
qjnp3zq8, 454, 148, 306, 153239.2019999999
qj2wlg6j, 595, 227, 368, 666373.4890000004
8ge23vrj, 458, 1, 457, 2490.266999999999
0jm5kdnx, 472, 93, 379, 65321.592000000026
1xyvlywx, 455, 74, 381, 244053.92900000024
18q4qoxn, 480, 218, 262, 1842069.764000001
kjp4wn2j, 515, 105, 410, 214031.5829999998
j96pwevj, 541, 0, 541, 292434.6
kjpnz7kx, 466, 274, 192, 416521.857
v813edlx, 448, 70, 378, 84967.309
qxk4727j, 497, 497, 0, 7536593.521000001
68w0oy3j, 456, 150, 306, 583860.1870000004
kj9n06v8, 449, 46, 403, 110120.002
qxk6wl28, 448, 370, 78, 152635.393
zx75pyq8, 439, 54, 385, 51291.53599999999
x7qy4kr8, 553, 275, 278, 52856.836999999985
qjol3p0j, 460, 425, 35, 1183538.4599999997
kj94eox4, 547, 545, 2, 4556316.430000001
8rpemmdj, 452, 74, 378, 127536.81999999998
18v5ryej, 461, 121, 340, 793562.644
18q99rdj, 531, 22, 509, 28809.110000000008
kj9ow1wj, 477, 38, 439, 38961.657000000014
xk43g9kj, 488, 151, 337, 202589.9840000001
qxk4r9j0, 490, 309, 181, 1276968.3790000002
x35dpzej, 544, 404, 140, 1240786.8299999998
68wk9eq8, 536, 534, 2, 2985141.324
pj0nyg48, 586, 70, 516, 294874.4680000002
7j4rrnl8, 435, 426, 9, 2286309.933
18qzm9w8, 478, 259, 219, 275540.03200000006
kjprnyk8, 446, 28, 418, 6565713.466000002
0jm0k3o8, 420, 29, 391, 49694.57300000002
xy5pmvn8, 472, 267, 205, 396477.5569999998
8w1w233x, 951, 40, 911, 45393.240000000005
qj2yyn8k, 421, 274, 147, 2730126.340999999
dx3d64k8, 442, 211, 231, 154989.9770000001
pj02wnr8, 564, 317, 247, 690634.6289999997
1xyy9oyx, 584, 324, 260, 1003616.6390000001
18qm69wx, 524, 510, 14, 980662.5970000001
8r7mg66j, 402, 120, 282, 878285.5699999996
y8dz629j, 433, 257, 176, 4658358.368
qxk1k2j0, 415, 188, 227, 787878.2129999998
xy5mlqy8, 512, 32, 480, 64967.80899999997
j9244y78, 423, 202, 221, 241477.97099999982
x7q6qy08, 413, 294, 119, 73693.7270000001
dx3ml28l, 409, 408, 1, 1888979.5380000004
qj2o7nox, 413, 413, 0, 61396
qj2dm3l8, 456, 456, 0, 577952.1510000001
dx3gg78l, 397, 397, 0, 1745595.33
5j55rkwj, 393, 0, 393, 2470.399999999998
814w4nq8, 87, 63, 24, 159981.561
8dwq3wmj, 575, 121, 454, 106821.41199999992
0jmg73oj, 401, 82, 319, 26855048.024999995
qjovyz7x, 494, 145, 349, 776723.5869999998
98rzez3x, 663, 460, 203, 747457.42
18q4nrox, 441, 167, 274, 156086.55200000003
68wwdqq8, 521, 265, 256, 820824.026
8rp6e3dj, 435, 189, 246, 559069.692
jmoqknn8, 445, 295, 150, 131456.26899999997
8qr6vnqj, 455, 184, 271, 82365.26099999998
18q0vwjn, 419, 329, 90, 1509890.676
y8dkkoj6, 386, 184, 202, 696310.8580000005
o863wq8z, 380, 308, 72, 943942.001
48gym78p, 411, 353, 58, 1538856.13
7j4rq5v8, 395, 375, 20, 602736.4700000002
jp4odpkj, 369, 84, 285, 49186.035000000025
48ge7ryj, 409, 20, 389, 241422
0jm36qe8, 371, 363, 8, 1246592.548
8lpwmwlj, 1712, 661, 1051, 374359.66399999964
48g4ovp8, 409, 409, 0, 1741228.689
qjnlzwdx, 390, 20, 370, 35306.893000000004
qj2z3pjk, 377, 239, 138, 1630952.085
qj20d6xk, 379, 238, 141, 1197444.2490000003
o86nkvpx, 361, 34, 327, 146916.36999999994
0jmopoy8, 413, 326, 87, 390999.7450000001
x72ydqv8, 528, 66, 462, 208705.09900000002
jp4zqwyj, 403, 64, 339, 93546.06900000016
dx3g4k8l, 377, 347, 30, 1925609.1369999996
v81rrgqx, 388, 381, 7, 624740.1870000003
x7q91yy8, 668, 17, 651, 54552.76099999996
86vwlq3j, 412, 340, 72, 69305.01200000002
dx359lej, 355, 292, 63, 1009271.786
98r92381, 382, 382, 0, 1120697.2039999997
qxk2z16x, 358, 76, 282, 53634.94499999998
kj92mq78, 392, 315, 77, 815349.3240000001
e8e96dj0, 378, 366, 12, 349729.30000000016
7j424wx1, 349, 340, 9, 736995.0199999999
48gvv118, 593, 13, 580, 79066944.871
r5j5onxv, 347, 165, 182, 1162546.978
7j40e2w8, 352, 57, 295, 26726.08899999997
qjn9p0dx, 352, 352, 0, 903971.7670000001
qjny3228, 304, 55, 249, 63504.50199999987
zxzlz98q, 343, 310, 33, 5111387.289
48geyyjp, 425, 413, 12, 1162962.1749999998
qjop9nnx, 386, 385, 1, 1041966.6820000001
98r70qj1, 421, 137, 284, 538022.9309999999
o867w75j, 343, 59, 284, 301766.12800000026
0jm9wy81, 333, 63, 270, 272932.8779999999
x35l7pkj, 353, 244, 109, 33964.253000000004
jprk71k8, 412, 412, 0, 1293617
j5vy0vq8, 329, 33, 296, 174642.67099999997
1y8d6mx6, 336, 147, 189, 270451.45000000007
kjpl3z08, 333, 5, 328, 33251.58599999999
v81qg15j, 340, 21, 319, 33322.467000000004
8wkz3138, 434, 140, 294, 36865.72300000003
qjoqq786, 317, 317, 0, 442110.162
5j51pdg8, 321, 285, 36, 435935.43399999995
j92vdoo8, 294, 290, 4, 41030.399999999994
98r3d3d8, 333, 333, 0, 1180850.055
qjo39knj, 420, 393, 27, 1533846.371
1xypq3yx, 309, 52, 257, 103363.11399999999
7j4e59dx, 336, 330, 6, 387618.081
86vno9wj, 307, 29, 278, 134069.13300000003
8d3y5vgx, 347, 246, 101, 353516.8119999999
x3574nkj, 407, 12, 395, 148091.946
8r79ge6j, 370, 369, 1, 10722.006000000005
qj2e5rpj, 327, 40, 287, 152031.43199999997
e8enpy78, 294, 35, 259, 318583.81599999993
8v5733vj, 387, 168, 219, 130688.53800000003
x3qmp56j, 2312, 136, 2176, 134457.16000000012
v81md938, 313, 261, 52, 283096.57999999996
1xyrzvnj, 302, 196, 106, 368681.77199999994
o863w4w8, 312, 312, 0, 172244.17199999996
68wl23jg, 291, 282, 9, 700990.5980000001
7j4kl6dx, 340, 327, 13, 1285968.9
y8dw2llj, 310, 263, 47, 1675514.2959999999
68we6n48, 285, 257, 28, 31609.066000000013
0jmpmej1, 284, 253, 31, 1779472.0950000002
v814y538, 284, 284, 0, 322350.098
e8ekwd80, 295, 269, 26, 936209.62
48g573rj, 331, 329, 2, 509022.54000000004
xk43e42j, 405, 0, 405, 3208.1040000000003
o869v58z, 372, 372, 0, 631664.4029999998
0jmyloj1, 280, 2, 278, 64225.566
zxz77knj, 294, 87, 207, 331270.50800000026
pj0gg9wx, 278, 2, 276, 24189.999999999996
8ge5p3pj, 339, 8, 331, 68236
v81p2r8p, 265, 54, 211, 249558.58
8l4w117j, 466, 227, 239, 209479.06699999998
8rp2o1qj, 262, 54, 208, 11622.194000000009
jo3d0e0j, 393, 347, 46, 238430.78999999998
j4r2g458, 281, 235, 46, 38507.146
8d3o7p9x, 378, 358, 20, 301510.7479999999
qjorq7j6, 254, 254, 0, 211646.41199999998
e8ew2ld8, 260, 259, 1, 754252.0420000002
68w27v8g, 319, 72, 247, 221087.026
zx7m7oyx, 251, 157, 94, 616513.693
j96lp57j, 405, 382, 23, 248406.77900000016
qjn7vp18, 299, 163, 136, 553948.9909999998
jmo72ny8, 238, 0, 238, 6741.869999999996
pj0wr0r8, 233, 205, 28, 203378.459
x7ml2dqx, 393, 326, 67, 250177.091
jo2l6w78, 268, 69, 199, 282285.184
xk4o37kj, 278, 264, 14, 524105.571
zx7mkvvx, 233, 221, 12, 312876.1189999999
zxz04ye8, 114, 23, 91, 75895.8
5j5lgzxv, 228, 12, 216, 35538.40000000003
0jm7kyzj, 237, 207, 30, 120510.19499999998
81q9l6rj, 362, 47, 315, 186822
dx3qn16j, 216, 186, 30, 68083.60400000002
48gmomr8, 222, 156, 66, 228533.88100000008
v81qk3jp, 213, 183, 30, 3340756.3899999997
j26e006x, 322, 34, 288, 76538
v8lvyz2j, 227, 139, 88, 25831.383000000005
j4qrqlvx, 1453, 525, 928, 98996.57699999998
8vkkddej, 211, 211, 0, 7352.900000000001
qjoenql8, 224, 115, 109, 25232.647000000015
zxz9n98q, 191, 190, 1, 195825.9409999999
68w4znlx, 245, 210, 35, 229506.57000000004
18vz5nej, 198, 196, 2, 780314.08
dx3d1e8l, 194, 189, 5, 230027.09600000002
xz7p924j, 219, 212, 7, 190163.71700000003
18v703y8, 198, 159, 39, 136882.69
zxz9n948, 203, 27, 176, 69306.16000000005
18v945yx, 210, 9, 201, 59423.13000000002
0jmweynx, 183, 0, 183, 1288.4999999999993
1xy1pmxr, 182, 168, 14, 95365.39100000002
48gzlmpj, 179, 179, 0, 132579.6
kj929g78, 178, 177, 1, 112053.90699999999
8e9elodj, 194, 147, 47, 41305.37299999999
kj9926nj, 216, 203, 13, 700720.6170000002
o86wvl0x, 188, 185, 3, 621384.7729999999
18qg1d7x, 166, 5, 161, 6677.990999999998
kj9e49r8, 230, 219, 11, 178780.55000000008
8qzdgyo8, 167, 61, 106, 89514.50900000002
xz91y0r8, 221, 191, 30, 76506.688
zx7q1208, 163, 4, 159, 18736.300000000003
x7qkzoq8, 172, 153, 19, 241787.00000000006
j9653ywj, 187, 182, 5, 138214
qjn0yowx, 174, 165, 9, 429656.38599999994
jnz4nk1j, 190, 184, 6, 95361.43999999999
qj21n468, 156, 29, 127, 11328.183000000003
v8lgpmlj, 223, 189, 34, 173252.56399999993
j26zzmlx, 703, 636, 67, 15649.537000000017
v8lrl5l8, 154, 154, 0, 222186.25
pj06r5mj, 152, 5, 147, 2817.87
kjpm0r4j, 153, 150, 3, 37180.03800000002
8rp2md6j, 148, 13, 135, 84226.84000000004
qxk6pw98, 144, 120, 24, 182.85
98rlreq8, 147, 146, 1, 80114.263
qxko7rm8, 157, 157, 0, 376496.34
j26dw1ox, 147, 147, 0, 10231.835000000001
8r702p6j, 143, 81, 62, 17007.539999999994
48gegk7j, 140, 140, 0, 316090.967
1xye1ny8, 184, 162, 22, 80605.996
v8106q5x, 152, 6, 146, 17104.228
y8d5z9oj, 136, 26, 110, 10380.859999999986
48go07px, 172, 17, 155, 7523.790000000004
8qrnpeqj, 143, 80, 63, 85911.28900000002
xko16ek8, 144, 144, 0, 233628.648
v8lkr4xm, 132, 109, 23, 981260.149
48g0o31x, 131, 116, 15, 216879.99000000002
18v2r0vj, 132, 127, 5, 613728.4400000001
5j5dq0w8, 136, 11, 125, 16139.96999999999
y8dpqzo8, 123, 11, 112, 11392.263000000003
1xykvgv8, 109, 109, 0, 75.007
j51p0v68, 109, 109, 0, 368598.28200000006
8qzk4478, 102, 11, 91, 21687.555
qj2qw7jk, 259, 259, 0, 1123373
0jmd4doj, 99, 98, 1, 201.636
j2ydrnl8, 132, 129, 3, 37375.452000000005
zx7mndvx, 79, 64, 15, 1616.6100000000001
xkov3n78, 74, 29, 45, 31900.267
jprmkp08, 59, 0, 59, 1373.1299999999999
qxkp4v7j, 58, 16, 42, 9223.952
v81o0klx, 38, 0, 38, 417.72000000000014
zx7gd1yx, 196, 71, 125, 374335.21500000014
qxkqvo9x, 200, 79, 121, 115312.62499999999
zx7gkrx7, 274, 236, 38, 1436001.7769999995
8ge5w52j, 409, 212, 197, 209758.94400000005
8e9k717j, 425, 52, 373, 116931
qxkm6mj0, 100, 45, 55, 186388.13999999996
jn39g1qx, 63, 61, 2, 24133.360000000004
kjprgok8, 8, 1, 7, 750.1279999999999
dx3593qj, 383, 308, 75, 751446.9480000002
18vk6oej, 682, 682, 0, 2085224.3599999994
18v7ky8l, 316, 316, 0, 1985148
8wk9r2v8, 304, 66, 238, 11153.823000000011
1xyyq0zx, 0, 0, 0, 0
86n409qx, 55, 55, 0, 5493.689999999999
5j52r5zj, 327, 188, 139, 417232.61
e8e6r7j0, 184, 100, 84, 264724.46400000004
xy5k04w8, 214, 139, 75, 25215.128999999997
98rnvp3x, 1087, 409, 678, 1049065.3590000009
qxkp4d7j, 404, 142, 262, 138016.71500000003
qjor2nj6, 583, 575, 8, 9449375.368
qj2gv68k, 249, 31, 218, 201221.98400000003
8r72pyqj, 1118, 133, 985, 43414.35199999998
xko3ro68, 539, 295, 244, 167272.89700000008
j5qw736j, 1167, 36, 1131, 38064.684999999976
8en71l28, 1852, 404, 1448, 174616.6429999998
jn39e4dx, 467, 312, 155, 77641.25100000003
dx3r222x, 907, 293, 614, 68537.98700000004
x35q3nqj, 442, 355, 87, 150227.81699999986
86nkg90x, 1079, 479, 600, 116137.36499999998
jooo7znj, 833, 437, 396, 165623.41899999962
kjpy0d5j, 458, 316, 142, 438201.46899999975
qjoyl23x, 815, 24, 791, 23322.127999999982
xylyzgyj, 2842, 1582, 1260, 1354565.0579999997
j26g4pnx, 2024, 583, 1441, 93680.79899999994
xy57n7v8, 689, 206, 483, 120983.35199999996
x3wdky2j, 394, 337, 57, 487438.897
j964z57j, 1457, 642, 815, 1137233.4359999986
j52em16j, 18, 18, 0, 44696
8d0v7wox, 1099, 126, 973, 45434.73400000004
8e631o2j, 650, 254, 396, 244704.60999999972
8g09merx, 1050, 205, 845, 158826.74400000033
j5vn5lz8, 794, 371, 423, 99204.90399999995
jmpmp4oj, 998, 241, 757, 241339.02300000007
kjp1v74j, 243, 220, 23, 486355.1069999999
j9r75wvj, 2451, 1844, 607, 1960326.9719999984
jn931owx, 129, 81, 48, 16107.119
xkoowm68, 274, 216, 58, 2690583
e8eoq16j, 98, 56, 42, 44879.513999999974
